Price,Total_Area_m^2,Built_Area_m^2,Bedrooms,Bathrooms,Parking,Neighborhood
4900000.0,195.0,180.0,3.0,2.0,3.0,EL CAMPANARIO
12950000.0,389.0,375.0,4.0,4.0,4.0,JURIQUILLA
5950000.0,230.0,180.0,3.0,2.0,3.0,JURIQUILLA
4250000.0,241.0,201.0,4.0,4.0,2.0,CUMBRES DEL LAGO
5000000.0,251.0,251.0,4.0,4.0,4.0,CUMBRES DEL LAGO
4850000.0,245.0,185.0,3.0,3.0,2.0,CUMBRES DEL LAGO
6200000.0,303.0,290.0,4.0,4.0,3.0,CUMBRES DEL LAGO
4960000.0,323.0,290.0,4.0,4.0,3.0,LOMAS DE JURIQUILLA
6600000.0,420.0,310.0,3.0,4.0,3.0,LOMAS DE JURIQUILLA
1701770.0,90.0,90.0,3.0,2.0,2.0,CORREGIDORA
7450000.0,434.0,376.25,3.0,3.0,0.0,JURIQUILLA
8999000.0,468.0,400.0,5.0,4.0,0.0,JURIQUILLA
838600.0,156.0,156.0,3.0,2.0,2.0,SAN JOSE
4600000.0,256.0,193.0,2.0,3.0,2.0,REAL DE JURIQUILLA
1325200.0,163.0,76.0,2.0,2.0,2.0,SATELITE
3365000.0,155.0,108.0,3.0,2.0,2.0,EL MARQUES
1199000.0,126.0,120.0,3.0,1.0,1.0,EX-HACIENDA EL TINTERO
1830000.0,600.0,300.0,3.0,2.0,2.0,CALETTO
5625000.0,325.0,300.0,3.0,4.0,3.0,REAL DE JURIQUILLA
1850000.0,198.0,119.0,3.0,3.0,2.0,SAN ISIDRO JURIQUILLA
6635047.0,620.0,440.0,4.0,4.0,3.0,MILENIO III
3300000.0,204.0,107.0,3.0,2.0,1.0,LAS AMERICAS
987000.0,183.0,140.0,3.0,3.0,2.0,MILENIO III
895000.0,250.0,230.0,3.0,3.0,2.0,MILENIO III
800000.0,175.0,175.0,3.0,2.0,2.0,CENTRO SUR
3950000.0,360.0,200.0,3.0,3.0,3.0,LA JOYA
850000.0,360.0,360.0,4.0,4.0,3.0,SANTIAGO
1250000.0,123.0,123.0,3.0,1.0,2.0,RINCONADA DEL SOL
3800000.0,151.0,145.0,3.0,3.0,2.0,LA VISTA RESIDENCIAL
7600000.0,343.0,240.0,4.0,4.0,0.0,SANTIAGO
600000.0,170.0,110.0,3.0,2.0,0.0,SAN PEDRO MARTIR
616701.0,54.0,47.0,1.0,1.0,1.0,LA CANTERA
1730000.0,129.0,117.0,3.0,3.0,2.0,LOMA LINDA
845962.0,98.0,98.0,3.0,2.0,1.0,JURIQUILLA
849000.0,192.0,192.0,3.0,2.0,2.0,SANTA MONICA 2A SECC
3300000.0,100.0,100.0,3.0,2.0,1.0,EL REFUGIO
709200.0,75.0,60.0,3.0,1.0,1.0,EL REFUGIO
900000.0,90.0,90.0,3.0,2.0,2.0,COLINAS DEL CIMATARIO
990000.0,275.0,150.0,4.0,3.0,3.0,SAN MIGUEL
1250000.0,81.0,79.0,3.0,1.0,0.0,MILENIO III
3200000.0,170.0,150.0,3.0,2.0,0.0,LOS SAUCES
1320000.0,145.0,130.0,3.0,2.0,1.0,VISTA 2000
893000.0,125.0,112.0,3.0,2.0,2.0,BOSQUES DEL ACUEDUCTO
2692579.0,444.0,362.0,4.0,4.0,3.0,COMERCIANTES
500000.0,280.0,130.0,3.0,2.0,1.0,SANTA FE
1412560.0,310.0,205.0,4.0,3.0,2.0,MONTE BLANCO III
1302000.0,210.0,180.0,3.0,2.0,2.0,LA JOYA
758342.0,70.0,68.0,2.0,2.0,1.0,EL VERGEL
1350000.0,69.0,66.0,2.0,1.0,1.0,RESIDENCIAL PARQUE LA GLORIA
911920.0,158.0,103.0,4.0,3.0,1.0,VILLAS DE SANTIAGO
583275.0,152.0,120.0,3.0,2.0,1.0,COLINAS DEL PONIENTE
667000.0,120.0,120.0,3.0,2.0,1.0,PUERTA DEL SOL II
1946320.0,160.0,144.0,4.0,3.0,1.0,LOMAS DEL MARQUES
670000.0,210.0,200.0,3.0,3.0,2.0,ALAMOS 3
2068802.0,240.0,159.0,4.0,3.0,2.0,CUMBRES DEL LAGO
7500000.0,269.0,269.0,5.0,5.0,3.0,SAN SEBASTIAN
870058.0,180.0,170.0,3.0,2.0,2.0,SAN JOSE EL ALTO
1137000.0,820.0,400.0,1.0,4.0,3.0,SANTIAGO
3000000.0,400.0,299.0,4.0,2.0,3.0,SATELITE
657580.0,96.0,62.0,3.0,3.0,1.0,CERRITO COLORADO
1039000.0,95.0,90.0,3.0,2.0,1.0,COLINAS DEL CIMATARIO
400000.0,65.0,60.0,2.0,1.0,1.0,MISION DE CARRILLO
2157130.0,278.0,275.0,4.0,4.0,2.0,JURICA TOLIMAN
640000.0,110.0,98.0,3.0,3.0,2.0,JURICA PINAR
8900000.0,811.0,364.0,4.0,3.0,0.0,OBRERA
4113600.0,282.0,267.0,4.0,4.0,2.0,EL REFUGIO
1219702.0,120.0,102.0,3.0,1.0,1.0,EX-HACIENDA SANTANA
1300000.0,75.0,75.0,2.0,1.0,1.0,CORREGIDORA
1759602.0,150.0,130.0,3.0,2.0,2.0,MISION DE CONCA
1702000.0,90.0,90.0,3.0,2.0,2.0,EDUARDO LOARCA CASTILLO
8499000.0,442.0,300.0,4.0,5.0,0.0,JURIQUILLA
978000.0,120.0,100.0,3.0,2.0,2.0,EL MIRADOR
18950000.0,2200.0,750.0,4.0,4.0,10.0,JURIQUILLA
42500000.0,1500.0,1.0,4.0,4.0,4.0,EL CAMPANARIO
42500000.0,1500.0,1.0,4.0,4.0,4.0,EL CAMPANARIO
3100000.0,1202.0,209.0,3.0,3.0,5.0,EL REFUGIO
4550000.0,1000.0,600.0,3.0,4.0,5.0,REAL DEL MARQUES RESIDENCIAL
38000000.0,1250.0,759.0,4.0,4.0,4.0,EL CAMPANARIO
30000000.0,1275.0,827.0,4.0,4.0,3.0,SAN ISIDRO JURIQUILLA
19000000.0,80000.0,1.0,3.0,2.0,15.0,CENTRO
21760000.0,1360.0,480.0,4.0,4.0,0.0,EL CAMPANARIO
31980000.0,1137.0,900.0,4.0,6.0,6.0,JURIQUILLA
5950000.0,1250.0,600.0,3.0,3.0,11.0,EL REFUGIO
14500000.0,2200.0,600.0,4.0,6.0,0.0,JURIQUILLA
35000000.0,1113.0,790.0,6.0,8.0,8.0,JURIQUILLA
9300000.0,1000.0,350.0,3.0,3.0,0.0,CUMBRES DEL LAGO
28600000.0,1250.0,650.0,4.0,6.0,6.0,SONTERRA
8900000.0,1000.0,320.0,3.0,3.0,4.0,CORREGIDORA
13500000.0,1000.0,346.0,3.0,4.0,0.0,SANTA MARIA MAGDALENA
24900000.0,1000.0,675.0,4.0,6.0,6.0,EL REFUGIO
638927.0,1250.0,350.0,4.0,4.0,10.0,SANTIAGO
12650000.0,1000.0,850.0,4.0,4.0,4.0,JURIQUILLA
31700000.0,1230.0,0.0,3.0,4.0,4.0,EL SALITRE
23800000.0,1125.0,0.0,3.0,4.0,3.0,SAN FRANCISCO JURIQUILLA
21760000.0,1360.0,442.0,4.0,4.0,4.0,EL CAMPANARIO
29900000.0,1250.0,759.0,4.0,4.0,6.0,EL CAMPANARIO
18900000.0,2131.0,948.0,5.0,5.0,7.0,JURIQUILLA
9200000.0,1000.0,350.0,3.0,3.0,4.0,VILLAS DEL MESON
15000000.0,1170.0,800.0,4.0,5.0,5.0,REAL DE JURIQUILLA
761000.0,1000.0,250.0,3.0,3.0,7.0,CIMATARIO
9900000.0,1000.0,450.0,3.0,3.0,2.0,VILLAS DEL MESON
5000000.0,1056.0,453.0,3.0,3.0,1.0,FELIPE CARRILLO PUERTO
12000000.0,1000.0,420.0,3.0,5.0,6.0,CUMBRES DEL LAGO
21500000.0,1250.0,948.36,4.0,5.0,4.0,JURIQUILLA
12780000.0,1001.0,501.0,3.0,5.0,8.0,EL CAMPANARIO
10800000.0,1000.0,525.0,4.0,3.0,6.0,JURIQUILLA
29900000.0,1253.0,762.0,4.0,4.0,6.0,EL CAMPANARIO
9980000.0,1500.0,850.0,5.0,6.0,5.0,SANTA FE
59900000.0,1870.0,1281.0,4.0,4.0,3.0,MILENIO III
59900000.0,1870.0,1281.0,4.0,4.0,3.0,MILENIO III
5700000.0,32437.0,32437.0,3.0,3.0,4.0,FRAY JUNIPERO SERRA
30000000.0,2500.0,2300.0,4.0,9.0,10.0,JURIQUILLA
42800000.0,2542.0,1200.0,4.0,4.0,8.0,VILLAS DEL MESON
